ID,Name,Damage,Healing,Duration,Cooldown,Accuracy,Type,Popularity,Description
964,Autumn Breeze,,36,2 turns,4 turns,100%,Elemental,1,"100% Hit Chance  Calls forth a cool autumn breeze, which restores 12 health to all allies and reduces the enemy team's hit chance by 25% for 2 rounds."
1056,Seethe,22,,,,100%,Elemental,1,"100% Hit Chance  Projects seething anger at the target, dealing 22 Elemental damage. Used by 12 battle pets. In the Elemental Battle Pet Abilities category."
1356,Inferno Herding,10,,,4 turns,100%,Elemental,1,100% Hit Chance  Deals 10 Elemental damage and forces the opponent's lowest health pet to swap into battle. Used by 1 battle pets. A battle pet ability.
2525,Alluring Spores,13,,2 turns,,100%,Elemental,1,"100% Hit Chance  Covers the enemy team with intoxicating aromas, dealing 13 Elemental damage instantly and 7 Elemental damage every round for 2 rounds. Persists through pet swaps."
905,Cute Face,,,4 turns,,100%,Beast,1,Increases your chance to dodge an attack by 25%.  Lasts 4 rounds. Used by 38 battle pets. In the Beast Battle Pet Abilities category. Always up to date.
958,Trihorn Charge,20,,,1 turns,85%,Beast,1,"85% Hit Chance  Rushes to the enemy, dealing 20 Beast damage.   This move always goes first. Used by 7 battle pets. In the Beast Battle Pet Abilities category."
1116,Call the Pack,21,,1 turns,3 turns,100%,Beast,1,"100% Hit Chance  Calls for canine backup, dealing 21 Beast damage and increasing damage taken by 50% for 1 rounds. Used by 1 battle pets. A battle pet ability."
1954,Poison Protocol,15,,2 turns,5 turns,100%,Beast,1,100% Hit Chance  Instantly deals 5 Beast damage to the enemy team and Poisons the enemy team for 5 additional Elemental damage per round for 2 rounds.
2065,Nap Time,,,2 turns,5 turns,100%,Beast,1,"Fall asleep, restoring 10 health on the first round, 20 health on the second, then 40 health on the third.  While napping you cannot swap pets."
1737,Fish Slap,20,,,,100%,Aquatic,1,"100% Hit Chance  Bashes the enemy, dealing 20 Aquatic damage. Used by 8 battle pets. In the Aquatic Battle Pet Abilities category. Always up to date."
533,Rebuild,,48,,3 turns,100%,Mechanical,1,"Rebuilds broken pets, restoring 24 health to itself, and half that amount to other mechanical allies. Used by 15 battle pets. In the Mechanical Battle Pet Abilities category."
670,Snap Trap,,,9 turns,5 turns,100%,Mechanical,1,"100% Hit Chance  Places a snap trap onto the ground. Opponents have a chance to trigger the trap each time they attack.  When the opponent triggers the trap, they will take 20 Mechanical damage and be unable to attack for 1 rounds."
1585,Alert!,21,,,,100%,Mechanical,1,"100% Hit Chance  Surprises the enemy with several mechanostriders, dealing 21 Mechanical damage. Used by 9 battle pets. In the Mechanical Battle Pet Abilities category."
1936,Warp,,,,8 turns,100%,Mechanical,1,"Activate warp drives, avoiding the opponent's attack. The user then swaps automatically with your highest health pet. Used by 1 battle pets."
2239,Smoke Cloud,,,1 turns,4 turns,100%,Mechanical,1,Increases your chance to dodge an attack by 100%.  Lasts 1 rounds. Used by 9 battle pets. In the Mechanical Battle Pet Abilities category. Always up to date.
225,Staggered Steps,,,2 turns,3 turns,100%,Humanoid,0,"The user shrugs off attacks, reducing all damage taken by 50% for 2 rounds. Used by 1 battle pets. A battle pet ability from World of Warcraft."
1094,Macabre Maraca,20,,,,100%,Humanoid,0,"100% Hit Chance  Bashes the enemy with a rumba shaker, dealing 20 Humanoid damage. Used by 1 battle pets. A battle pet ability from World of Warcraft."
1736,For Adventure!,,36,,3 turns,100%,Humanoid,0,"Inspires your friends, which restores 12 health to all allies. Used by 6 battle pets. A battle pet ability from World of Warcraft. Always up to date."
1773,Falcosaur Swarm!,30,,2 turns,,100%,Flying,0,"100% Hit Chance  Swarms the target, causing 15 Flying damage every round. Lasts 2 rounds.  Opponents struck by the flock take 50% increased damage for 2 rounds."
1963,Wind Buffet,10,,,4 turns,100%,Flying,0,100% Hit Chance  Deals 10 Flying damage and forces the opponent's lowest health pet to swap into battle. Used by 26 battle pets. In the Flying Battle Pet Abilities category.
1091,Bone Barrage,27,,4 turns,1 turns,80%,Undead,0,"80% Hit Chance  Hurls bones at the enemy, dealing 27 Undead damage.  Bones continue to fall on the enemy's current pet, dealing 3 Undead damage each round for 4 rounds"
2289,Meat Hook,10,,,2 turns,100%,Undead,0,100% Hit Chance  Deals 10 Undead damage and forces the opponent's lowest health pet to swap into battle. Used by 7 battle pets. In the Undead Battle Pet Abilities category.
579,Gobble Strike,10,,4 turns,,100%,Critter,0,100% Hit Chance  Deals 10 Critter damage and increases your speed by 50% for 4 rounds. Used by 4 battle pets. In the Critter Battle Pet Abilities category.
1007,Locust Swarm,45,,1 turns,2 turns,100%,Critter,0,"100% Hit Chance  Summons locusts for one round and then swarms the enemy, dealing 45 Critter damage. Used by 5 battle pets. In the Critter Battle Pet Abilities category."
2452,Trenchant Claws,15,,,,100%,Critter,0,"100% Hit Chance  Powerful claws rake the enemy, dealing 15 Critter damage.   Damage increases by 5 each time it is used. Max 25 Critter damage."
216,Inner Vision,,,1 turns,1 turns,100%,Magic,0,Increases damage by 100% for 1 round. Used by 12 battle pets. In the Magic Battle Pet Abilities category. Always up to date with the latest patch.
308,Counterspell,10,,,2 turns,100%,Magic,0,100% Hit Chance  Deals 10 Magic damage.  Interrupts the opponent's round if the user goes first. Used by 17 battle pets. In the Magic Battle Pet Abilities category.
1353,Arcane Slash,43,,,,100%,Magic,0,"100% Hit Chance  Rushes the enemy, dealing 18 Magic damage, or 25 Magic damage if the user strikes first. Used by 11 battle pets. In the Magic Battle Pet Abilities category."
1962,Tentacle Stab,,,3 turns,,100%,Magic,0,"100% Hit Chance  The target is stabbed with a corrupted tentacle, dealing 5 Magic damage every round for 3 rounds.  While poisoned, the target has a 10% chance to harm themselves while attacking."
2380,Stay a While and Listen,,,2 turns,5 turns,100%,Magic,0,100% Hit Chance  Puts the target to sleep for 2 rounds. Used by 3 battle pets. In the Magic Battle Pet Abilities category. Always up to date.
303,Plant,,,,,,Elemental,0,"Activate: Plant your roots into the ground, absorbing nutrients. While planted your pet cannot swap.  Deactivate: For every round spent planted, you gain 12 health."
396,Soothing Mists,,,5 turns,,100%,Elemental,0,Restores 7 health to your active pet every round for 5 rounds. Persists through pet swaps. Used by 13 battle pets. In the Elemental Battle Pet Abilities category.
912,Quicksand,30,,2 turns,4 turns,100%,Elemental,0,"100% Hit Chance  Conjure quicksand under the enemy pet, dealing 30 Elemental damage.   Sand slows the enemy's active pet by 50% for 2 rounds."
945,Heat Up,,,3 turns,4 turns,100%,Elemental,0,Deals 10 Elemental damage each time you take direct damage.  Lasts 3 rounds. Used by 14 battle pets. In the Elemental Battle Pet Abilities category.
1965,Frenzy,15,,3 turns,1 turns,100%,Elemental,0,"100% Hit Chance  Go into a frenzy, dealing 15 Elemental damage and increasing the damage you deal by 25% for 3 rounds. Used by 13 battle pets."
2097,Azerite Spike,40,,,4 turns,100%,Elemental,0,"100% Hit Chance  Impales the target with pure Azerite, dealing 40 Elemental damage. Used by 3 battle pets. In the Elemental Battle Pet Abilities category."
2425,Swamp Mud,24,,9 turns,1 turns,100%,Elemental,0,"100% Hit Chance  Fling swampy mud, dealing 24 Elemental damage and causing muddy weather for 9 rounds.   Muddy weather prevents any pet that enters the battlefield from swapping out for 3 rounds, and increases all critical damage dealt by 25%."
314,Mangle,,,10 turns,,100%,Beast,0,100% Hit Chance  Adds 3 damage to every attack against the target.   Lasts 10 rounds. Used by 11 battle pets. In the Beast Battle Pet Abilities category.
1560,Lumbering Charge,50,,1 turns,4 turns,100%,Beast,0,"100% Hit Chance  Builds up power during the first round.  The next round the user charges the enemy with unstoppable force, dealing 50 Beast damage."
1944,Retrieve,10,,,4 turns,100%,Beast,0,100% Hit Chance  Deals 10 Beast damage and forces the opponent's highest health pet to swap into battle. Used by 16 battle pets. In the Beast Battle Pet Abilities category.
2303,Wild Stallions,25,,,3 turns,100%,Beast,0,"100% Hit Chance  Trample the enemy team with a herd of warhorses, dealing 15 Beast damage the primary enemy pet and 5 damage to all back line pets."
2370,Sloth Strike,50,,3 turns,,100%,Beast,0,"100% Hit Chance  Daisy slowly powers up during the first two rounds while taking 25% less damage.  On the third round, Daisy strikes the enemy with slow but unstoppable force, dealing 50 Beast damage and causes the target to Bleed for 15 Beast damage per round for 3 rounds."
249,Grasp,15,,2 turns,,100%,Aquatic,0,"100% Hit Chance  Grabs the target, dealing 15 Aquatic damage.  The target cannot swap for 2 rounds. Used by 46 battle pets. In the Aquatic Battle Pet Abilities category."
1008,Brew Bolt,22,,,,100%,Aquatic,0,"100% Hit Chance  Hurls a bolt of potent brew at the enemy, dealing 22 Aquatic damage. Used by 4 battle pets. In the Aquatic Battle Pet Abilities category."
2297,Healing Wrap,,25,,2 turns,100%,Aquatic,0,Restores 25 health to the user. Used by 4 battle pets. In the Aquatic Battle Pet Abilities category. Always up to date with the latest patch.
2375,Needle Claw,14,,3 turns,,100%,Aquatic,0,100% Hit Chance  Instantly deals 14 Aquatic damage and Poisons the target for 5 additional Elemental damage per round for 3 rounds. Used by 11 battle pets.
2453,Ambystan Snap,25,,1 turns,4 turns,100%,Aquatic,0,"100% Hit Chance  Strikes the enemy for 25 Aquatic damage, then rapidly retreats, becoming unattackable for one round. Used by 4 battle pets."
1076,Greench's Gift,40,,,5 turns,100%,Mechanical,0,100% Hit Chance  Deals 40 Mechanical damage to the enemy. Used by 2 battle pets. In the Mechanical Battle Pet Abilities category. Always up to date.
760,Shield Block,,,,3 turns,100%,Humanoid,0,"A shield surrounds you, blocking the next attack. Used by 6 battle pets. A battle pet ability from World of Warcraft. Always up to date with the latest patch."
774,Rapid Fire,21,,,,100%,Humanoid,0,"100% Hit Chance  Fires a rapid volley of arrows, dealing 7 Humanoid damage to all enemy pets. Used by 1 battle pets. A battle pet ability from World of Warcraft."
975,Logic,25,,,1 turns,100%,Humanoid,0,"100% Hit Chance  Assault the enemy with infallible logic, dealing 25 Humanoid damage. Used by 6 battle pets. A battle pet ability from World of Warcraft."
1682,Holy Strike,21,,,,100%,Humanoid,0,"100% Hit Chance  Strike the enemy, dealing 21 Humanoid damage. Used by 5 battle pets. A battle pet ability from World of Warcraft. Always up to date."
2449,Unrelenting Flames,30,,3 turns,4 turns,25%,Dragonkin,0,"100% Hit Chance  Assaults the enemy with a breath weapon, dealing 30 Dragonkin damage. Also has a 25% chance to ignite the target for 4 Dragonkin each turn for 3 turns, and a 25% chance to stun the target."
650,Bone Prison,17,,2 turns,,100%,Undead,0,100% Hit Chance  Deals 17 Undead damage and prevents the target from fleeing for 2 rounds. Used by 16 battle pets. In the Undead Battle Pet Abilities category.
1958,Empowering Strikes,15,,,,100%,Undead,0,"100% Hit Chance  Slash at the enemy with shadowy blades, dealing 15 Undead damage.   Damage increases by 5 each time it is used. Max 25 Undead damage."
1347,Cute As A Button,,,2 turns,3 turns,100%,Critter,0,Look cute.  Increases your chance to dodge an attack by 33%.  Lasts 2 rounds. Used by 8 battle pets. In the Critter Battle Pet Abilities category.
2491,Nut-trition,,,1 turns,5 turns,,Critter,0,"At the end of the next round, your active pet will be healed for 30 health. Used by 2 battle pets. In the Critter Battle Pet Abilities category."
1040,Nimbus,,,9 turns,,100%,Magic,0,Increases your team's hit chance by 20% for 9 rounds. Used by 7 battle pets. In the Magic Battle Pet Abilities category. Always up to date with the latest patch.
1756,Wing Buffet,20,,,5 turns,100%,Magic,0,100% Hit Chance  Deals 20 Magic damage and forces the opponent's lowest health pet to swap into battle. Used by 14 battle pets. In the Magic Battle Pet Abilities category.
1912,Void Portal,20,,,4 turns,100%,Magic,0,"The user jumps through a void portal, avoiding the opponent's attack but dealing 20 Magic damage to themselves. The user then swaps automatically with your highest health pet."
2382,Deep Research,,,,5 turns,100%,Magic,0,"Books swirl around you, blocking the next two attacks. The user must spend 1 round researching afterwards.  While researching, you cannot perform any other actions."
400,Entangling Roots,,,1 turns,3 turns,100%,Elemental,0,"100% Hit Chance  Causes a thick nest of vines to begin growing around the enemy team.   Next round, the opponent's pet will take 30 Elemental damage and be rooted for 2 rounds."
631,Super Sticky Goo,15,,2 turns,,100%,Elemental,0,"100% Hit Chance  Flings a sticky goo at the target, dealing 15 Elemental damage and making it impossible to flee for 2 rounds. Used by 8 battle pets."
794,Dark Rebirth,,,,5 turns,100%,Elemental,0,"If killed on the next round, you are reborn with full health, but lose 20% health per round. Used by 12 battle pets. In the Elemental Battle Pet Abilities category."
1072,Explosive Brew,,,3 turns,,100%,Elemental,0,"100% Hit Chance  Soaks the target with explosive brew.   After 3 rounds, the brew will violently detonate, dealing 33 Elemental damage.  An enemy pet can only be affected by one dose of explosive brew at a time."
1110,Avalanche,45,,,5 turns,100%,Elemental,0,"100% Hit Chance  Calls down an Avalanche on your enemies, dealing 45 Elemental damage, split evenly amongst them. Used by 2 battle pets. A battle pet ability."
1517,Fel Corruption,60,,10 turns,3 turns,100%,Elemental,0,"100% Hit Chance  Calls forth a wave of fel power, dealing 20 Elemental damage to all enemy pets, and empowering allied backline pets, increasing damage dealt and reducing damage taken by 50% for 10 rounds."
1687,Inferno Herding,10,,,2 turns,100%,Elemental,0,100% Hit Chance  Deals 10 Elemental damage and forces the opponent's lowest health pet to swap into battle. Used by 1 battle pets. A battle pet ability.
1738,Chaos Nova,33,,,3 turns,100%,Elemental,0,100% Hit Chance  Deals 15 Elemental damage to the enemy's active pet and 9 Elemental damage to the enemy's backline pets. Used by 8 battle pets.
1862,Flame Shot,,,,,100%,Elemental,0,"100% Hit Chance  First use: Loads the cannon.  Second use: Fires the cannon, dealing 45 Elemental damage. Used by 4 battle pets. In the Elemental Battle Pet Abilities category."
1890,Twilight Fire,15,,2 turns,1 turns,100%,Elemental,0,100% Hit Chance  Deals 15 Elemental damage instantly. The enemy Burns for 7 additional Elemental damage per round for 2 rounds. Used by 4 battle pets.
2250,Akunda's Wrath,99,,3 turns,5 turns,100%,Elemental,0,"100% Hit Chance  Deals 33 Elemental damage split evenly across the enemy team.  While using Akunda's Wrath, all damage taken is increased by 25%.  Akunda's Wrath continues for 3 rounds."
1019,Niuzao's Charge,50,,,4 turns,100%,Beast,0,"100% Hit Chance  Builds up power during the first round.  The next round the user charges the enemy with unstoppable force, dealing 50 Beast damage."
1400,Udder Destruction,30,,1 turns,4 turns,25%,Beast,0,100% Hit Chance  Deals 30 Beast damage and has a 25% chance to stun the target. Used by 1 battle pets. In the Beast Battle Pet Abilities category.
1402,Mother's Milk,,48,,4 turns,100%,Beast,0,"Heal other friendly pets, restoring 24 health to each. Used by 1 battle pets. In the Beast Battle Pet Abilities category. Always up to date with the latest patch."
2059,Dust Cloud,,,1 turns,4 turns,100%,Beast,0,Increases your chance to dodge an attack by 100%.  Lasts 1 rounds. Used by 21 battle pets. In the Beast Battle Pet Abilities category. Always up to date.
2480,Spa Day,,,2 turns,5 turns,100%,Aquatic,0,"Take some time off to relax, restoring 10 health on the first round, 20 health on the second, then 40 health on the third.  While relaxing, you cannot swap pets."
1938,Chaos Beam,18,,,,200%,Mechanical,0,"200% Hit Chance  Blasts the enemy with a laser of fel energy, dealing 18 Mechanical damage. Used by 9 battle pets. In the Mechanical Battle Pet Abilities category."
2366,MAYHEM,84,,,2 turns,50%,Mechanical,0,"50% Hit Chance  Fire a cluster of unguided rockets into the air, dealing 12 Mechanical damage to whatever they manages to actually hit. Used by 1 battle pets."
835,Eggnog,,,,2 turns,,Humanoid,0,Removes all buffs and debuffs from the user. Used by 2 battle pets. A battle pet ability from World of Warcraft. Always up to date with the latest patch.
1722,Queue Dodge,,,1 turns,4 turns,100%,Humanoid,0,Increases your chance to dodge an attack by 100%.  Lasts 1 rounds. Used by 4 battle pets. A battle pet ability from World of Warcraft. Always up to date.
1741,For The Horde!,20,,3 turns,1 turns,100%,Humanoid,0,100% Hit Chance  Deals 20 Humanoid damage and increases your front-line pet's damage dealt by 25% for 3 rounds. Used by 2 battle pets. A battle pet ability.
1880,Plague Breath,22,,,,100%,Dragonkin,0,"100% Hit Chance  Breathes putrid smoke on to the enemy, dealing 22 Dragonkin damage. Used by 7 battle pets. In the Dragonkin Battle Pet Abilities category."
2475,Ott Breath,20,,,,100%,Dragonkin,0,"100% Hit Chance  Breathes Otter fire on to the enemy, dealing 20 Dragonkin damage. Used by 2 battle pets. In the Dragonkin Battle Pet Abilities category."
2399,Wind Burst,21,,,,100%,Flying,0,"100% Hit Chance  Unleash a burst of wind, dealing 21 Flying damage. Used by 12 battle pets. In the Flying Battle Pet Abilities category. Always up to date."
1763,Slime,25,,,1 turns,100%,Undead,0,"100% Hit Chance  Oozes onto the enemy, dealing 25 Undead damage. Used by 18 battle pets. In the Undead Battle Pet Abilities category. Always up to date."
851,Vicious Streak,10,,2 turns,,100%,Critter,0,100% Hit Chance  Deals 10 Critter damage and increases your speed by 100% for 2 rounds. Used by 13 battle pets. In the Critter Battle Pet Abilities category.
615,DATA ERROR,70,,,,10%,Magic,0,"An unknown ability only found on the rarest pet of all, one that was never intended. None know what it may do. Used by 1 battle pets. A battle pet ability."
838,Centrifugal Hooks,10,,2 turns,,100%,Magic,0,100% Hit Chance  Instantly deals 10 Magic damage and increases your speed by 100% for 2 rounds. Used by 2 battle pets. In the Magic Battle Pet Abilities category.
1123,Disruption,,,,4 turns,,Magic,0,Removes all buffs and debuffs from the enemy. Used by 2 battle pets. In the Magic Battle Pet Abilities category. Always up to date with the latest patch.
1412,When Elekks Fly,40,,,,50%,Magic,0,50% Hit Chance  Deals 40 Magic damage.  This attack goes first if the weather is Moonlight. Used by 1 battle pets. In the Magic Battle Pet Abilities category.
1531,Psionic Shockwave,22,,,,100%,Magic,0,100% Hit Chance  Deals 14 Magic damage to the enemy's active pet and 4 Magic damage to the enemy's backline pets. Used by 3 battle pets. A battle pet ability.
1532,Psionic Storm,40,,9 turns,5 turns,100%,Magic,0,"100% Hit Chance  Deals 40 Magic damage split between all enemies and warps the weather into Arcane Winds for 9 rounds. Does additional damage if Arcane Winds is already active.  During Arcane Winds, pets cannot be stunned or rooted."
2433,Arcane Barrage,30,,,,50%,Magic,0,"100% Hit Chance  Barrage the enemy 1-2 times, dealing 10 Magic damage per hit.  Hits an additional time if the user attacks first. Used by 6 battle pets."
2442,Slow Unmaking,,,4 turns,,100%,Magic,0,100% Hit Chance  Deals 6% of the target's max health as damage every round.  Lasts 4 rounds. Used by 1 battle pets. In the Magic Battle Pet Abilities category.
2468,[DNT] TRAP HELP,,,1 turns,,100%,Magic,0,Sets target to 1% of max health and stuns it. Used by 1 battle pets. In the Magic Battle Pet Abilities category. Always up to date with the latest patch.
617,Spark,30,,,,50%,Elemental,0,"100% Hit Chance  Fires a spark 1-2 times, dealing 10 Elemental damage per hit.  Hits an additional time if the user attacks first. Used by 10 battle pets."
811,Magma Trap,,,9 turns,5 turns,100%,Elemental,0,"100% Hit Chance  Places a magma trap onto the ground. Opponents have a chance to trigger the trap each time they use an ability.  When the opponent triggers the trap, they will take 20 Elemental damage and be unable to attack for 1 rounds."
910,Sand Bolt,18,,1 turns,,100%,Elemental,0,"100% Hit Chance  Launch a bolt of slowing sand at the target, dealing 18 Elemental damage and reducing their speed by 25% for 1 rounds. Used by 6 battle pets."
1041,Flame Jet,30,,3 turns,4 turns,50%,Elemental,0,"100% Hit Chance  Decimates the enemy with fire, dealing 30 Elemental damage and has a 50% chance to ignite the area.  If ignited, the area will continue to Burn the enemy, dealing 5 Elemental damage each round for 3 rounds."
1343,Fist of the Forest,40,,,5 turns,100%,Elemental,0,100% Hit Chance  Deals 40 Elemental damage. Used by 8 battle pets. In the Elemental Battle Pet Abilities category. Always up to date with the latest patch.
1112,Tough n' Cuddly,,,3 turns,4 turns,100%,Beast,0,"The user becomes surprisingly resilient, reducing all damage taken by 50% for 3 rounds. Used by 18 battle pets. In the Beast Battle Pet Abilities category."
1401,Where's the Beef?,,,1 turns,4 turns,100%,Beast,0,Increases your chance to dodge an attack by 100%.  Lasts 1 rounds. Used by 1 battle pets. In the Beast Battle Pet Abilities category. Always up to date.
1945,Lick,15,,4 turns,,100%,Beast,0,100% Hit Chance  Deals 15 Beast damage and reduces the target's speed by 25% for 4 rounds. Used by 32 battle pets. In the Beast Battle Pet Abilities category.
2421,Glade Prowl,,,2 turns,2 turns,100%,Beast,0,Reduces your speed by 30% and increases the damage of your next attack made within 2 rounds by 150%. Used by 1 battle pets. In the Beast Battle Pet Abilities category.
2444,Wombo Combo,15,,1 turns,,100%,Beast,0,"100% Hit Chance  Unleash a combo of blows, dealing 4, 6, and 5 Beast damage.   The last hit will always critically strike. Used by 4 battle pets."
2446,Faceroll,,,1 turns,5 turns,100%,Beast,0,100% Hit Chance  Stun the target for 1 rounds. Used by 4 battle pets. In the Beast Battle Pet Abilities category. Always up to date with the latest patch.
1060,Steam Vent,22,,,,100%,Aquatic,0,"100% Hit Chance  Blasts the target with steam, dealing 22 Aquatic damage. Used by 6 battle pets. In the Aquatic Battle Pet Abilities category."
983,SMCKTHAT.EXE,25,,,,100%,Mechanical,0,"100% Hit Chance  Initiates smacking protocol, dealing 17 Mechanical damage plus 8 Mechanical damage if the user surprises the target by attacking first."
1080,Booby-Trapped Presents,,,9 turns,5 turns,100%,Mechanical,0,100% Hit Chance  Lays down a ring of booby-trapped presents around the opponent. The next pet to swap into the battle will receive 40 Mechanical damage.
775,Perfumed Arrow,20,,1 turns,2 turns,25%,Humanoid,0,"100% Hit Chance  Fires a perfumed arrow, dealing 20 Humanoid damage and has a 25% chance to stun the target for 1 rounds. Used by 1 battle pets."
1079,Club,20,,,,100%,Humanoid,0,"100% Hit Chance  Bashes the enemy, dealing 20 Humanoid damage. Used by 11 battle pets. A battle pet ability from World of Warcraft. Always up to date."
1105,Reflective Shield,,,2 turns,3 turns,100%,Humanoid,0,"The user is shielded, dealing 50% of the damage they take to their attacker for 2 rounds. Used by 7 battle pets. A battle pet ability from World of Warcraft."
2348,Mass Resurrection,,,,8 turns,,Humanoid,0,"Bring all other friendly pets back to life, returning them to 5% health. Used by 1 battle pets. A battle pet ability from World of Warcraft."
2432,Dark Fate,,,,3 turns,100%,Humanoid,0,100% Hit Chance  A vengeful attack that deals Humanoid damage equal to the last hit taken by the user. Used by 7 battle pets. A battle pet ability from World of Warcraft.
655,Creepy Chomp,20,,,,100%,Undead,0,"100% Hit Chance  Chomps on the enemy, dealing 20 Undead damage. Used by 10 battle pets. In the Undead Battle Pet Abilities category. Always up to date."
2064,Tea Party,21,,,,100%,Undead,0,"100% Hit Chance  Attacks the enemy in the blink of an eye, dealing 7 Undead damage to all enemy pets. Used by 5 battle pets. In the Undead Battle Pet Abilities category."
2291,Sludge Belch,15,,2 turns,1 turns,100%,Undead,0,"100% Hit Chance  Turns the battlefield into a stinky, slimy mess, dealing 15 Undead damage.   Acid continues to Poison the enemy, dealing 5 Undead damage each round for 2 rounds."
1367,Greater Apocalypse,,,20 turns,20 turns,200%,Critter,0,"Calls down three meteors, which will fall 20 rounds from now, instantly killing the enemy team. Used by 7 battle pets. In the Critter Battle Pet Abilities category."
1796,Family Reunion,45,,2 turns,,100%,Critter,0,"100% Hit Chance  Gathers Trashy's family, causing 9 Critter damage on the first round, 15 Critter on the second round, and 21 Critter on the third round.  Opponents struck by the stampede take 50% increased damage for 2 rounds.  Stampede continues for 3 rounds."
2308,Slime Trail,18,,1 turns,,100%,Critter,0,"100% Hit Chance  Leave a slime trail, dealing 18 Critter damage and coating the target in sticky goo, making it impossible to flee for 1 rounds."
2404,Nibble,10,,,2 turns,100%,Critter,0,"100% Hit Chance  Scurry up and nibble at the enemy, dealing 10 Critter damage and stunning the opponent if the user goes first. Used by 21 battle pets."
614,Competitive Spirit,10,,3 turns,,100%,Magic,0,100% Hit Chance  Deals 10 Magic damage and increases your damage dealt by 25% for 3 rounds. Used by 2 battle pets. In the Magic Battle Pet Abilities category.
869,Darkmoon Curse,10,,2 turns,4 turns,100%,Magic,0,"100% Hit Chance  Deals 10 Magic damage, reduces the target's damage by 25% for 2 rounds and increases the user's damage by 25% for 2 rounds."
1125,Portal,,,,8 turns,100%,Magic,0,"The user jumps through a magical portal, avoiding the opponent's attack. The user then swaps automatically with your highest health pet. Used by 11 battle pets."
1760,Creeping Insanity,,,3 turns,5 turns,100%,Magic,0,100% Hit Chance  Deals 40 Magic damage after 3 rounds. Used by 10 battle pets. In the Magic Battle Pet Abilities category. Always up to date.
2062,Sewage Eruption,,,2 turns,3 turns,100%,Magic,0,"100% Hit Chance  Causes an eruption of filth and garbage to form under the enemy pet.   In two rounds, the opponent's pet will take 30 Magic damage and be rooted for 2 rounds."
2502,[DNT] INSTADEAD,,,,,,Magic,0,Sets a pet's health to 0%. Used by 1 battle pets. In the Magic Battle Pet Abilities category. Always up to date with the latest patch (11.1.7).
176,Volcano,,,3 turns,5 turns,100%,Elemental,0,"100% Hit Chance  Causes the ground beneath the enemy team to tremble.   After 1 round, the ground erupts for 2 rounds, causing the current enemy pet to take 17 Elemental damage and have a 25% chance to be stunned for 1 round."
479,Ice Barrier,,,,5 turns,100%,Elemental,0,Creates an ice wall that blocks two attacks. Allied and enemy attacks both count. Used by 7 battle pets. In the Elemental Battle Pet Abilities category.
630,Poisoned Branch,12,,4 turns,,100%,Elemental,0,100% Hit Chance  Instantly deals 12 Elemental damage and Poisons the target for 5 additional Elemental damage per round for 4 rounds. Used by 11 battle pets.
828,Sons of the Root,,,2 turns,8 turns,100%,Elemental,0,"Submerge, becoming unattackable for 2 rounds. During this time, the Sons of the Root attack the opponent, dealing 5 Elemental damage each round."
2258,Corrupted Touch,14,,3 turns,,100%,Elemental,0,"100% Hit Chance  Sap all hope from the target, causing it to suffer 14 Elemental damage plus 6 Elemental damage each round. Lasts 3 rounds. A battle pet ability."
571,Horn Attack,20,,,1 turns,50%,Beast,0,"100% Hit Chance  Deals 20 Beast damage.  If the user is faster than the target, they have a 50% chance to be trampled and lose their turn. A battle pet ability."
917,Bloodfang,25,25,,3 turns,100%,Beast,0,"100% Hit Chance  Deals 25 Beast damage.  If the user kills an enemy with Bloodfang, they restore 25 health. Used by 29 battle pets. A battle pet ability."
1054,Going Bonkers!,,,2 turns,3 turns,100%,Beast,0,"Releases a primal scream, increasing the user's critical strike chance by 100% for 2 rounds. Used by 7 battle pets. In the Beast Battle Pet Abilities category."
2460,Shell Fortress,,,1 turns,6 turns,100%,Aquatic,0,Draws upon the power of the user's shell to defend against all attacks for the current round and the next round. User cannot act while projecting the shield.  This ability always goes first.
754,Screeching Gears,20,,1 turns,1 turns,25%,Mechanical,0,100% Hit Chance  Deals 20 Mechanical damage and has a 25% chance to stun the target for 1 rounds. Used by 12 battle pets. In the Mechanical Battle Pet Abilities category.
2090,Full Team Repair,,,,2 turns,100%,Mechanical,0,100% Hit Chance  Instantly revive and repair your whole team to 200% maximum health and increase damage by 500% for the next ERRORDIVIDEBYZERO rounds.  Prone to malfunction.
766,Holy Justice,,,1 turns,5 turns,100%,Humanoid,0,100% Hit Chance  Stun the target for 1 rounds. Used by 3 battle pets. A battle pet ability from World of Warcraft. Always up to date with the latest patch.
1012,Giant's Blood,,22,3 turns,3 turns,100%,Humanoid,0,"100% Hit Chance  Howls with primitive fury, restoring 22 health and increasing damage dealt by 25% for 3 rounds. Used by 3 battle pets. A battle pet ability."
1106,Falling Murloc,40,,1 turns,4 turns,100%,Humanoid,0,"100% Hit Chance  Attempts to teleport above the enemy and land directly on them, dealing 40 Humanoid damage. The fall stuns the user for 1 rounds."
1627,Barrier Projector,,,2 turns,4 turns,100%,Humanoid,0,Reduces up to 15 damage from each attack against your active pet.  Lasts 2 rounds. Used by 3 battle pets. A battle pet ability from World of Warcraft.
1720,Overpowered,,,1 turns,3 turns,100%,Humanoid,0,Increases the damage of your next attack made within 1 rounds by 125%. Used by 3 battle pets. A battle pet ability from World of Warcraft. Always up to date.
